question_id,question_number,question_text,question_file
0625_s17_qp_21_33,33,"A light-dependent resistor (LDR) and a resistor R are connected in a series circuit. Light falls on the LDR.  
A
R  The brightness of the light falling on the LDR decreases.  What happens to the resistance of the LDR and what happens to the reading on the ammeter?   resistance of LDR reading on ammeter 
A decreases decreases 
B decreases increases 
C increases decreases 
D increases increases 
",0625_s17_qp_21
0625_s17_qp_21_34,34,"The diagram shows a logic gate.  
PRQ
  Which input combinations at P and Q gives an output of 0 at R?   P Q 
A 0 0 
B 0  C 1 0 
D 1     1 © UCLES 2017 0625/21/M/J/17 [Turn over",0625_s17_qp_21
0625_s17_qp_21_35,35,"A simple d.c. electric motor is fitted with a coil that rotates in a magnetic field. A commutator connects the power supply to the coil.  What is the purpose of the commutator? A It converts a.c. into d.c. in the coil. B It prevents the current from becoming too great, because the coil has a low resistance. C It reverses the direction of the current in the coil after every 180 ° rotation of the coil. D It switches the current off momentarily after every 90 ° rotation of the coil. ",0625_s17_qp_21
0625_s17_qp_21_36,36,What is the purpose of a relay? A to change a large voltage into a small voltage B to change a small voltage into a large voltage C to use a large current to switch on a small current D to use a small current to switch on a large current ,0625_s17_qp_21
0625_s17_qp_21_37,37,"Which row gives the relative charge of an electron, a neutron and a proton?   electron neutron proton 
A –1 0 – B –1 0 + C +1 –1 0 
D +1 0 + ",0625_s17_qp_21
0625_s17_qp_21_38,38,A nuclide of element X undergoes β-decay.  Which statement is correct? A The nucleon number increases by 1. B The nucleon number stays the same. C The product is another nuclide of an isotope of X. D The proton number decreases by 1.    1 © UCLES 2017 0625/21/M/J/17,0625_s17_qp_21
0625_s17_qp_21_39,39,A sample of radioactive isotope is decaying.  The nuclei of which atoms will decay first? A It is impossible to know because radioactive decay is random. B It is impossible to know unless the age of the material is known. C The atoms near the centre will decay first because they are surrounded by more atoms. D The atoms near the surface will decay first because the radiation can escape more easily. ,0625_s17_qp_21
0625_s17_qp_21_40,40,"A detector of ionising radiation gives a background reading of 20 counts
 / minute.  A radioactive isotope with a half-life of 2.0 days is brought near to the detector. The reading on the detector increases to 100 counts
 / minute.  How long does it take for the reading on the detector to decrease to 40 counts
 / minute? A 2.0 days B 4.0 days C 5.0 days D 10 days    1 © UCLES 2017 0625/21/M/J/17  BLANK PAGE   
Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity.  To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet. This is produced for each  series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge As sessment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2017 0625/21/M/J/17  BLANK PAGE ",0625_s17_qp_21
0625_s17_qp_22_01,1,What is the most accurate and precise method to measure the thickness of a coin? A Use a micrometer screw gauge. B Use a ruler and look at the scale perpendicularly. C Use a top pan balance. D Use the displacement method with water in a measuring cylinder. ,0625_s17_qp_22
0625_s17_qp_22_02,2,"A student determines the average speed of a bubble rising through a liquid at constant speed.  When the student starts the stopwatch the bubble is at position P.  After 2.0
 s the bubble is at position Q.  
181920212223242526cm27Q
Pbubble
bubble  What is the speed of the bubble between P and Q? A 3.2
 cm  / s B 3.7  cm  / s C 6.4  cm  / s D 7.4  cm  / s     © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_03,3,"The diagram shows the speed-time graph for a toy car travelling in a straight line.  
0 1.0 2.0 3.0time
 / s4.0 5.04.03.02.01.00speedm / s
  What is the acceleration of the car during the first two seconds and what is the total distance that it travels?   acceleration 
m  / s2 total distance  / m 
A 0.50  B 0.50  C 2.0  D 2.0  ",0625_s17_qp_22
0625_s17_qp_22_04,4,In which pair are both quantities measured in newtons? A force and pressure B force and weight C mass and pressure D mass and weight     © UCLES 2017 0625/22/M/J/17,0625_s17_qp_22
0625_s17_qp_22_05,5,"The masses of a measuring cylinder before and after pouring some liquid into it are shown in the diagram.  
200100cm3
mass = 80  g200100cm3
mass = 180  gliquid
  What is the density of the liquid? A 
120100g / cm3 B 140100g / cm3 C 120180g / cm3 D 140180g / cm3   
6 A spring which obeys Hooke’s Law has an unstretched length of 10  cm.  A load of 20
 N is hung from the spring.  The new length of the spring is 36
 cm.  What is the spring constant 
k of the spring? 
A 0.56  N  / cm B 0.77  N  / cm C 1.3  N  / cm D 1.8  N  / cm   
7 A car travels forwards along a straight horizontal road. Only the horizontal forces acting on it are shown.  
driving force air resistanceand friction
  The length of each arrow represents the size of each force.  How do these forces affect the motion of the car? 
A The car moves at constant speed. 
B The car moves backwards. 
C The car slows down. 
D The car’s forward speed increases.     © UCLES 2017 0625/22/M/J/17 [Turn over  8 The diagram shows a wooden beam of weight 20  N. The centre of mass of the beam is labelled M.  There is a pivot at one end of the beam. The beam is kept horizontal by an upward force, F.  
1.2  m2.0  mFM
20  Npivot
wooden beam
  What is the magnitude of F
 ? A 12
 N B 20  N C 30  N D 33  N   9 A ball of mass 2.0
 kg is travelling at a speed of 12  m  / s. It moves towards an object of mass 3.0  kg which is at rest.  
12  m / s2.0
 kg3.0 kgat rest
  The ball hits the object and sticks to it.  Which row gives the total momentum, and the speed of both objects immediately after the collision?   total momentum 
kg  m  / s speed m  / s 
A 0 4. B 0 8.0 
C 24 4. D 24 8.0 
    © UCLES 2017 0625/22/M/J/17  10 An object falls from a height of 5.0  m.  Air resistance can be ignored.  As it hits the ground the object has 750
 J of kinetic energy.  What is its mass? A 15
 kg B 50  kg C 75  kg D 150  kg   11 An electric generator produces an electromotive force (e.m.f.) of 200
 V and produces a current of 3.0
 A in a circuit. The generator is driven by an engine with a power of 2.4  kW.  What is the efficiency of the generator? A 2.8% B 25% C 28% D 36%   12 The diagrams show athletes training by stretching springs.  Each spring has the same stiffness.  Which athlete does the most work?  
A
one spring stretchedby 0.60
 m
two springs stretchedby 0.60
 mB
one spring stretchedby 0.80
 m
CD
two springs stretchedby 0.80
 m     © UCLES 2017 0625/22/M/J/17 [Turn over  13 Four different liquids are poured into four containers.  The diagrams show the depth and the density of liquid in each container.  In which container is the pressure on its base the greatest?  
A
liquid density= 3.1
 g / cm310  cmB
liquid density= 1.2
 g / cm320  cmC
liquid density= 1.3
 g / cm330  cmD
liquid density= 0.8
 g / cm340  cm
   14 Brownian motion is observed when using a microscope to look at smoke particles in air.  What causes the smoke particles to move at random? A Smoke particles are hit by air molecules. B Smoke particles are moved by convection currents in the air. C Smoke particles have different weights and fall at different speeds. D Smoke particles hit the walls of the container.   15 A student blows air through a liquid using a straw. This causes the liquid to evaporate quickly and therefore to cool.  Which statement explains why the remaining liquid cools? A Slower-moving molecules are carried away by the air bubbles. B The air molecules conduct heat from the liquid. C The air sets up convection currents in the liquid. D The molecules with most energy leave the liquid.   16 What is meant by the specific latent heat of fusion of ice? A the energy needed to change unit mass of ice into water at constant temperature B the energy needed to change unit volume of ice into water at constant temperature C the energy needed to produce unit temperature increase of unit mass of ice D the energy needed to produce unit temperature increase of unit volume of ice     © UCLES 2017 0625/22/M/J/17  17 Equal masses of two different liquids are put into identical beakers.  Liquid 1 is heated for 100
 s and liquid 2 is heated for 200  s by heaters of the same power.  Each liquid has the same rise in temperature.  
liquid 1 liquid 2
heating time = 100  s heating time = 200  sdifferent liquidsof same mass
  Which statement is correct? A Each beaker of liquid has the same thermal capacity. B Each beaker of liquid receives the same energy. C Liquid 1 receives more energy than liquid 2. D The thermal capacity of liquid 1 is less than the thermal capacity of liquid 2.     © UCLES 2017 0625/22/M/J/17 [Turn over  18 A copper bar and a wooden bar are joined. A piece of paper is wrapped tightly around the join.  The bar is heated strongly at the centre for a short time, and the paper goes brown on one side only.  
paper copperwoodheat
  Which side goes brown, and what does this show about wood and copper?   brown side wood copper 
A copper conductor insulator 
B copper insulator conductor 
C wood conductor insulator 
D wood insulator conductor 
    © UCLES 2017 0625/22/M/J/17  19 Different waves hit barriers with different sized gaps.  The waves will diffract.  In which diagram does the greatest spreading occur?  
gap 2.0  cmAbarrier
wavelength1.0
 cmgap 2.0  cmBbarrier
wavelength2.0
 cm
wavelength2.0
 cmgap 3.0  cmCbarrier
wavelength1.0
 cmgap 3.0  cmDbarrier
    1 © UCLES 2017 0625/22/M/J/17 [Turn over  20 The incomplete ray diagram shows two rays of light that have passed from one point on an object through a thin converging lens.  
lensright object
rays oflightleft
  Which type of image is formed, and on which side of the lens is it formed?   type of image which side of lens 
A real on the left 
B real on the right 
C virtual on the left 
D virtual on the right 
  21 Which diagram shows what happens when a ray of white light passes through a prism?  
A 
spectrum B
spectrum
C
spectrumDspectrumwhitelight
whitelightwhitelight
whitelight
    1 © UCLES 2017 0625/22/M/J/17  22 Light travels in a vacuum and then enters a glass block. The speed of the light in the glass block is 2.0 × 10
8
 m  / s.  Which statement about the speed of light is correct? A The speed in a vacuum is 1.5 times the speed in the glass. B The speed in the glass is the same as the speed in a vacuum. C The speed in the glass is 1.5 times the speed in a vacuum. D The speed in the glass is 1.0 × 10
8 times the speed in a vacuum.   23 A fire alarm is not loud enough and the pitch is too low. An engineer adjusts the alarm so that it produces a louder note of a higher pitch. What effect does this have on the amplitude and on the frequency of the sound?   amplitude frequency 
A larger greater 
B larger smaller 
C smaller greater 
D smaller smaller 
  24 A student demagnetises a magnetised steel bar.  He places the bar in a solenoid connected to a power supply. He then removes the bar from the solenoid.  Which row indicates the most effective way of demagnetising the bar?   type of power supply speed to remove bar 
A a.c. fast 
B a.c. slow 
C d.c. fast 
D d.c. slow 
   1 © UCLES 2017 0625/22/M/J/17 [Turn over  25 A magnet near a coil of wire is attracted to the coil only when there is a current in the coil.  Which statement explains this force of attraction? A The coil of wire has its own gravitational field. B The coil of wire is made from soft iron. C The current in the coil of wire creates a magnetic field. D The current in the coil of wire induces a charge on the magnet.   26 What is wrong with this labelled diagram of a permanent magnet?  
N Siron disc
  A The cross-section should be rectangular. B The length should be greater than the diameter. C The magnet should be made of steel. D The N-pole and the S-pole should be reversed.   27 A student tests the electrical conduction of four materials.  aluminium iron plastic silver  Which materials conduct electricity? A aluminium, iron and silver only B aluminium and silver only C iron, silver and plastic only D plastic only    1 © UCLES 2017 0625/22/M/J/17  28 What is the unit of charge? A ampere B coulomb C ohm D volt   29 An isolated metal sphere is positively charged.  It is then brought near to another isolated metal sphere that is neutral.  
++++++++++++
neutralmetal sphere positively chargedmetal sphere
  What happens to the charges on the neutral sphere as the positively charged sphere is brought close to it? A Some positive charges move to the left and some negative charges move to the right. B Some positive charges move to the right and some negative charges move to the left. C Some positive charges move to the right, but the negative charges do not move. D The positive charges do not move, but some negative charges move to the left.   30 Which diagram is the current-voltage ( I-V) characteristic graph for a metallic conductor at constant temperature?  
A00VI B00VI C00VI D00VI
    1 © UCLES 2017 0625/22/M/J/17 [Turn over  31 Four circuits each contain a 6  V battery, a diode, an ammeter and a lamp. None of the components is faulty.  Which circuit shows a possible ammeter reading?  
AAreading = 1.0
 AABreading = 0
 A
ACreading = 1.0
 AADreading = –1.0
 A   32 A student connects a variable potential divider (potentiometer) circuit.  
R 
S T 
V 12
 V
  What happens to the reading on the voltmeter as the sliding terminal T is moved from R to S? A It decreases from 12
 V to 0  V. B It increases from 0
 V to 12  V. C It remains at 0
 V. D It remains at 12
 V.    1 © UCLES 2017 0625/22/M/J/17  33 The diagram shows an electric circuit.  
10  Ω0.40 A 20  Ω
  What is the potential difference (p.d.) across the LDR? A 4.0
 V B 8.0  V C 25  V D 50  V   34 What does the symbol shown represent?  
  A an AND gate B a NOR gate C a NOT gate D an OR gate   35 What is the purpose of a relay? A to change a large voltage into a small voltage B to change a small voltage into a large voltage C to use a large current to switch on a small current D to use a small current to switch on a large current   36 Which device uses a split-ring commutator? A a d.c. motor B a relay C a transformer D an a.c. generator    1 © UCLES 2017 0625/22/M/J/17  37 Which particle has a negative charge? A an alpha particle B an electron C a neutron D a proton   38 A type of nuclear reaction takes place in stars.  Which row describes this type of reaction?   nuclear reaction nuclei formed energy transfer 
A fission larger than original nuclei released 
B fission smaller than original nuclei absorbed 
C fusion larger than original nuclei released 
D fusion smaller than original nuclei absorbed 
  39 A sample of radioactive isotope is decaying.  The nuclei of which atoms will decay first? A It is impossible to know because radioactive decay is random. B It is impossible to know unless the age of the material is known. C The atoms near the centre will decay first because they are surrounded by more atoms. D The atoms near the surface will decay first because the radiation can escape more easily.   40 A sample of a radioactive isotope emits particles at a rate of 240 per minute.  After 48 hours the rate of emission has decreased to 15 per minute.  What is the half-life of the radioactive material? A 4.0 hours B 8.0 hours C 12 hours D 16 hours    1 © UCLES 2017 0625/22/M/J/17  BLANK PAGE 1 © UCLES 2017 0625/22/M/J/17  BLANK PAGE   
Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity.  To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet. This is produced for each  series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge As sessment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2017 0625/22/M/J/17  BLANK PAGE ",0625_s17_qp_22
pass,pass,pass,pass
pass,pass,pass,pass
0625_s17_qp_22_08,8,"The diagram shows a wooden beam of weight 20  N. The centre of mass of the beam is labelled M.  There is a pivot at one end of the beam. The beam is kept horizontal by an upward force, F.  
1.2  m2.0  mFM
20  Npivot
wooden beam
  What is the magnitude of F
 ? A 12
 N B 20  N C 30  N D 33  N ",0625_s17_qp_22
0625_s17_qp_22_09,9,"A ball of mass 2.0
 kg is travelling at a speed of 12  m  / s. It moves towards an object of mass 3.0  kg which is at rest.  
12  m / s2.0
 kg3.0 kgat rest
  The ball hits the object and sticks to it.  Which row gives the total momentum, and the speed of both objects immediately after the collision?   total momentum 
kg  m  / s speed m  / s 
A 0 4. B 0 8.0 
C 24 4. D 24 8.0 
    © UCLES 2017 0625/22/M/J/17",0625_s17_qp_22
0625_s17_qp_22_10,10,"An object falls from a height of 5.0  m.  Air resistance can be ignored.  As it hits the ground the object has 750
 J of kinetic energy.  What is its mass? A 15
 kg B 50  kg C 75  kg D 150  kg ",0625_s17_qp_22
0625_s17_qp_22_11,11,"An electric generator produces an electromotive force (e.m.f.) of 200
 V and produces a current of 3.0
 A in a circuit. The generator is driven by an engine with a power of 2.4  kW.  What is the efficiency of the generator? A 2.8% B 25% C 28% D 36% ",0625_s17_qp_22
0625_s17_qp_22_12,12,"The diagrams show athletes training by stretching springs.  Each spring has the same stiffness.  Which athlete does the most work?  
A
one spring stretchedby 0.60
 m
two springs stretchedby 0.60
 mB
one spring stretchedby 0.80
 m
CD
two springs stretchedby 0.80
 m     © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_13,13,"Four different liquids are poured into four containers.  The diagrams show the depth and the density of liquid in each container.  In which container is the pressure on its base the greatest?  
A
liquid density= 3.1
 g / cm310  cmB
liquid density= 1.2
 g / cm320  cmC
liquid density= 1.3
 g / cm330  cmD
liquid density= 0.8
 g / cm340  cm
 ",0625_s17_qp_22
0625_s17_qp_22_14,14,Brownian motion is observed when using a microscope to look at smoke particles in air.  What causes the smoke particles to move at random? A Smoke particles are hit by air molecules. B Smoke particles are moved by convection currents in the air. C Smoke particles have different weights and fall at different speeds. D Smoke particles hit the walls of the container. ,0625_s17_qp_22
0625_s17_qp_22_15,15,A student blows air through a liquid using a straw. This causes the liquid to evaporate quickly and therefore to cool.  Which statement explains why the remaining liquid cools? A Slower-moving molecules are carried away by the air bubbles. B The air molecules conduct heat from the liquid. C The air sets up convection currents in the liquid. D The molecules with most energy leave the liquid. ,0625_s17_qp_22
0625_s17_qp_22_16,16,What is meant by the specific latent heat of fusion of ice? A the energy needed to change unit mass of ice into water at constant temperature B the energy needed to change unit volume of ice into water at constant temperature C the energy needed to produce unit temperature increase of unit mass of ice D the energy needed to produce unit temperature increase of unit volume of ice     © UCLES 2017 0625/22/M/J/17,0625_s17_qp_22
0625_s17_qp_22_17,17,"Equal masses of two different liquids are put into identical beakers.  Liquid 1 is heated for 100
 s and liquid 2 is heated for 200  s by heaters of the same power.  Each liquid has the same rise in temperature.  
liquid 1 liquid 2
heating time = 100  s heating time = 200  sdifferent liquidsof same mass
  Which statement is correct? A Each beaker of liquid has the same thermal capacity. B Each beaker of liquid receives the same energy. C Liquid 1 receives more energy than liquid 2. D The thermal capacity of liquid 1 is less than the thermal capacity of liquid 2.     © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_18,18,"A copper bar and a wooden bar are joined. A piece of paper is wrapped tightly around the join.  The bar is heated strongly at the centre for a short time, and the paper goes brown on one side only.  
paper copperwoodheat
  Which side goes brown, and what does this show about wood and copper?   brown side wood copper 
A copper conductor insulator 
B copper insulator conductor 
C wood conductor insulator 
D wood insulator conductor 
    © UCLES 2017 0625/22/M/J/17",0625_s17_qp_22
0625_s17_qp_22_19,19,"Different waves hit barriers with different sized gaps.  The waves will diffract.  In which diagram does the greatest spreading occur?  
gap 2.0  cmAbarrier
wavelength1.0
 cmgap 2.0  cmBbarrier
wavelength2.0
 cm
wavelength2.0
 cmgap 3.0  cmCbarrier
wavelength1.0
 cmgap 3.0  cmDbarrier
    1 © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_20,20,"The incomplete ray diagram shows two rays of light that have passed from one point on an object through a thin converging lens.  
lensright object
rays oflightleft
  Which type of image is formed, and on which side of the lens is it formed?   type of image which side of lens 
A real on the left 
B real on the right 
C virtual on the left 
D virtual on the right 
",0625_s17_qp_22
0625_s17_qp_22_21,21,"Which diagram shows what happens when a ray of white light passes through a prism?  
A 
spectrum B
spectrum
C
spectrumDspectrumwhitelight
whitelightwhitelight
whitelight
    1 © UCLES 2017 0625/22/M/J/17",0625_s17_qp_22
0625_s17_qp_22_22,22,"Light travels in a vacuum and then enters a glass block. The speed of the light in the glass block is 2.0 × 10
8
 m  / s.  Which statement about the speed of light is correct? A The speed in a vacuum is 1.5 times the speed in the glass. B The speed in the glass is the same as the speed in a vacuum. C The speed in the glass is 1.5 times the speed in a vacuum. D The speed in the glass is 1.0 × 10
8 times the speed in a vacuum. ",0625_s17_qp_22
0625_s17_qp_22_23,23,"A fire alarm is not loud enough and the pitch is too low. An engineer adjusts the alarm so that it produces a louder note of a higher pitch. What effect does this have on the amplitude and on the frequency of the sound?   amplitude frequency 
A larger greater 
B larger smaller 
C smaller greater 
D smaller smaller 
",0625_s17_qp_22
0625_s17_qp_22_24,24,"A student demagnetises a magnetised steel bar.  He places the bar in a solenoid connected to a power supply. He then removes the bar from the solenoid.  Which row indicates the most effective way of demagnetising the bar?   type of power supply speed to remove bar 
A a.c. fast 
B a.c. slow 
C d.c. fast 
D d.c. slow 
   1 © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_25,25,A magnet near a coil of wire is attracted to the coil only when there is a current in the coil.  Which statement explains this force of attraction? A The coil of wire has its own gravitational field. B The coil of wire is made from soft iron. C The current in the coil of wire creates a magnetic field. D The current in the coil of wire induces a charge on the magnet. ,0625_s17_qp_22
0625_s17_qp_22_26,26,"What is wrong with this labelled diagram of a permanent magnet?  
N Siron disc
  A The cross-section should be rectangular. B The length should be greater than the diameter. C The magnet should be made of steel. D The N-pole and the S-pole should be reversed. ",0625_s17_qp_22
0625_s17_qp_22_27,27,"A student tests the electrical conduction of four materials.  aluminium iron plastic silver  Which materials conduct electricity? A aluminium, iron and silver only B aluminium and silver only C iron, silver and plastic only D plastic only    1 © UCLES 2017 0625/22/M/J/17",0625_s17_qp_22
0625_s17_qp_22_28,28,What is the unit of charge? A ampere B coulomb C ohm D volt ,0625_s17_qp_22
0625_s17_qp_22_29,29,"An isolated metal sphere is positively charged.  It is then brought near to another isolated metal sphere that is neutral.  
++++++++++++
neutralmetal sphere positively chargedmetal sphere
  What happens to the charges on the neutral sphere as the positively charged sphere is brought close to it? A Some positive charges move to the left and some negative charges move to the right. B Some positive charges move to the right and some negative charges move to the left. C Some positive charges move to the right, but the negative charges do not move. D The positive charges do not move, but some negative charges move to the left. ",0625_s17_qp_22
0625_s17_qp_22_30,30,"Which diagram is the current-voltage ( I-V) characteristic graph for a metallic conductor at constant temperature?  
A00VI B00VI C00VI D00VI
    1 © UCLES 2017 0625/22/M/J/17 [Turn over",0625_s17_qp_22
0625_s17_qp_22_31,31,"Four circuits each contain a 6  V battery, a diode, an ammeter and a lamp. None of the components is faulty.  Which circuit shows a possible ammeter reading?  
AAreading = 1.0
 AABreading = 0
 A
ACreading = 1.0
 AADreading = –1.0
 A ",0625_s17_qp_22
0625_s17_qp_22_32,32,"A student connects a variable potential divider (potentiometer) circuit.  
R 
S T 
V 12
 V
  What happens to the reading on the voltmeter as the sliding terminal T is moved from R to S? A It decreases from 12
 V to 0  V. B It increases from 0
 V to 12  V. C It remains at 0
 V. D It remains at 12
 V.    1 © UCLES 2017 0625/22/M/J/17",0625_s17_qp_22
0625_s17_qp_22_33,33,"The diagram shows an electric circuit.  
10  Ω0.40 A 20  Ω
  What is the potential difference (p.d.) across the LDR? A 4.0
 V B 8.0  V C 25  V D 50  V ",0625_s17_qp_22
0625_s17_qp_22_34,34,"What does the symbol shown represent?  
  A an AND gate B a NOR gate C a NOT gate D an OR gate ",0625_s17_qp_22
0625_s17_qp_22_35,35,What is the purpose of a relay? A to change a large voltage into a small voltage B to change a small voltage into a large voltage C to use a large current to switch on a small current D to use a small current to switch on a large current ,0625_s17_qp_22
0625_s17_qp_22_36,36,Which device uses a split-ring commutator? A a d.c. motor B a relay C a transformer D an a.c. generator    1 © UCLES 2017 0625/22/M/J/17,0625_s17_qp_22
0625_s17_qp_22_37,37,Which particle has a negative charge? A an alpha particle B an electron C a neutron D a proton ,0625_s17_qp_22
0625_s17_qp_22_38,38,"A type of nuclear reaction takes place in stars.  Which row describes this type of reaction?   nuclear reaction nuclei formed energy transfer 
A fission larger than original nuclei released 
B fission smaller than original nuclei absorbed 
C fusion larger than original nuclei released 
D fusion smaller than original nuclei absorbed 
",0625_s17_qp_22
0625_s17_qp_22_39,39,A sample of radioactive isotope is decaying.  The nuclei of which atoms will decay first? A It is impossible to know because radioactive decay is random. B It is impossible to know unless the age of the material is known. C The atoms near the centre will decay first because they are surrounded by more atoms. D The atoms near the surface will decay first because the radiation can escape more easily. ,0625_s17_qp_22
0625_s17_qp_22_40,40,"A sample of a radioactive isotope emits particles at a rate of 240 per minute.  After 48 hours the rate of emission has decreased to 15 per minute.  What is the half-life of the radioactive material? A 4.0 hours B 8.0 hours C 12 hours D 16 hours    1 © UCLES 2017 0625/22/M/J/17  BLANK PAGE 1 © UCLES 2017 0625/22/M/J/17  BLANK PAGE   
Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared w here possible. Every reasonable effort has been made by the publisher (UCLES) to trac e copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends  at the earliest possible opportunity.  To avoid the issue of disclosure of ans wer-related information to candidates, all copyright acknowledgements are reproduced onl ine in the Cambridge International Examinations Copyright Acknow ledgements Booklet. This is produced for each  series of examinations and is freely a vailable to download at www.cie.org.uk after the live examination series.  Cambridge International Examinations is part of the Cambridge As sessment Group. Cambridge Assessment is the brand name of Unive rsity of Cambridge Local Examinations Syndicate (UCLES), which is itself a department of the University of Cambridge.  
© UCLES 2017 0625/22/M/J/17  BLANK PAGE ",0625_s17_qp_22
0625_s17_qp_23_01,1,What is the most accurate and precise method to measure the thickness of a coin? A Use a micrometer screw gauge. B Use a ruler and look at the scale perpendicularly. C Use a top pan balance. D Use the displacement method with water in a measuring cylinder. ,0625_s17_qp_23
0625_s17_qp_23_02,2,"A pendulum is swinging. Five students each meas ure the time it takes to swing through ten complete swings.  Three students measure the time as 17.2
 s. Another student measures it as 16.9  s, and the fifth student measures it as 17.0
 s.  What is the average period of the pendulum? A 1.69
 s B 1.70  s C 1.71  s D 1.72  s ",0625_s17_qp_23
0625_s17_qp_23_03,3,"Which distance-time graph represents a body whose speed is decreasing?  
A00distancetimeB00distancetime
C00distancetimeD00distancetime
     © UCLES 2017 0625/23/M/J/17 [Turn over",0625_s17_qp_23
0625_s17_qp_23_04,4,"What are the units for mass, pressure and velocity?   mass pressure velocity 
A kg N  s Pa 
B kg Pa m  / s 
C N  s Pa m  / s 
D Pa N  s m  / s 
",0625_s17_qp_23
0625_s17_qp_23_05,5,"A steel ball bearing has a mass of 24
 g and a density of 8.0  g / cm3. It is lowered into a measuring cylinder containing 12
 cm3 of water.  What is the new water level in the cylinder? A 3.0
 cm3 B 4.0  cm3 C 15  cm3 D 16  cm3 ",0625_s17_qp_23
0625_s17_qp_23_06,6,"The diagram shows an object being acted upon by two forces.  
3.0  N6.0  N
  What is the size of the resultant force on the object? A 2.0
 N B 3.0  N C 9.0  N D 18  N     © UCLES 2017 0625/23/M/J/17",0625_s17_qp_23
0625_s17_qp_23_07,7,"The diagram shows a man holding a sack and barrow stationary. He applies a vertical force to the handle.  The centre of mass and the weight of the sack and barrow are shown. The wheel acts as a pivot.  
weight ofsack and barrow200
 N15  cm 45  cm80 cm20 cmforceexertedby mancentre of massof sack and barrow
  What is the magnitude of the vertical force exerted by the man? A 38
 N B 50  N C 67  N D 200  N     © UCLES 2017 0625/23/M/J/17 [Turn over",0625_s17_qp_23
0625_s17_qp_23_08,8,"The diagram shows the only two forces F 1 and F 2 acting on an object. The magnitude of each force is represented by the length of each arrow.  
F2110°F1
  The resultant force acting on the object is R.  Which vector diagram shows how forces F
1 and F 2 add to produce R?  
F1
F2110°A
F1F270° R
RRBF1
F2110°C
F1F2R
70°D
     © UCLES 2017 0625/23/M/J/17",0625_s17_qp_23
0625_s17_qp_23_09,9,"The diagrams show four bodies moving in the directions shown. The only forces acting on the bodies are shown in each diagram.  Which body gains the most kinetic energy when moving a distance of 1.0
 m?  
A20
 N10
 NB10
 N
C10
 N3 0  N3 0  N 25  NDmovement
movement movementmovement
 ",0625_s17_qp_23
0625_s17_qp_23_10,10,A steel ball is fired vertically upwards with a velocity v. The ball reaches a height h.  The same ball is now fired vertically upwards from the same position with a velocity 2 v.  Air resistance can be ignored.  What is the new height reached by the ball? A h B 2h C 4h D 8h     © UCLES 2017 0625/23/M/J/17 [Turn over,0625_s17_qp_23
0625_s17_qp_23_11,11,"A solar panel is used to recharge a battery. The solar panel produces 0.80  W of electrical power. The panel is 20% efficient.  
solar panel
sunlight
power tobattery0.80
 W
  What is the power input of the sunlight onto the solar panel? A 0.16
 W B 4.0  W C 8.0  W D 16  W ",0625_s17_qp_23
0625_s17_qp_23_12,12,"The diagrams show four different athletes training by doing pull-ups.  Which athlete does the most work?  
A
weight ofathlete = 700
 Ndistancelifted = 0.50
 mB
weight ofathlete = 700 Ndistancelifted = 0.55
 mC
weight ofathlete = 800 Ndistancelifted = 0.50
 mD
weight ofathlete = 800 Ndistancelifted = 0.55
 m     © UCLES 2017 0625/23/M/J/17",0625_s17_qp_23
